Data,Unidade,ETE,Tipo,pH,DQO,DQOFiltrada,SST,CT,EColi,Meta,year,month,month_and_year,timestamp,ecoli_proportion,satisfy_ph,satisfy_ecoli,satisfy_dqo,satisfy_filtered_dqo,satisfy_le,satisfy_general,level,DQOf,geral_pc1,geral_pc2,geral_pc3,principal component 1,principal component 2,principal component 3
2021-02-01 00:00:00+00:00,MTE,conj. tupamirim,LE,7.4,187.34,42.9,70.0,240000.0,6200.0,N,2021,2,202102,1612137600000000000,0.025833333333333333,1,0,1,1,1,0,4,42.9,-0.8823302881892878,-0.08774347663165291,-0.3363763994986546,-0.8823302881892878,-0.08774347663165291,-0.3363763994986546
2021-02-01 00:00:00+00:00,MTE,conj. marechal rondon,LE,8.0,233.08,66.97,94.0,7000000.0,24000.0,N,2021,2,202102,1612137600000000000,0.0034285714285714284,1,0,0,1,1,0,3,66.97,0.11579780840349253,-0.7284830160783706,0.49205311743208346,0.11579780840349253,-0.7284830160783706,0.49205311743208346
2021-02-01 00:00:00+00:00,MTE,tabapua,LE,8.3,213.82,35.67,36.3,240000.0,8200.0,N,2021,2,202102,1612137600000000000,0.034166666666666665,1,0,0,1,1,0,3,35.67,-1.176923697182638,-0.25146860739672444,0.9974083268193245,-1.176923697182638,-0.25146860739672444,0.9974083268193245
2021-02-01 00:00:00+00:00,MTE,cj. sao cristovao,LE,7.0,8128.23,476.23,2690.0,2400000.0,1200000.0,N,2021,2,202102,1612137600000000000,0.5,1,0,0,0,0,0,1,476.23,26.574941125002425,18.11720178548692,2.2638608624771788,26.574941125002425,18.11720178548692,2.2638608624771788
2021-02-01 00:00:00+00:00,MTE,cj. palmeiras,LE,8.8,172.89,64.56,92.0,240000.0,170000.0,N,2021,2,202102,1612137600000000000,0.7083333333333334,1,0,1,1,1,0,4,64.56,-0.5369555982595171,-0.11108692067280897,1.540519524777582,-0.5369555982595171,-0.11108692067280897,1.540519524777582
2021-02-01 00:00:00+00:00,MTE,jose walter,LE,7.5,192.15,144.01,50.8,240000.0,1700.0,S,2021,2,202102,1612137600000000000,0.007083333333333333,1,1,1,1,1,1,5,144.01,0.9421129646586123,0.48601210125701627,-0.765729597637347,0.9421129646586123,0.48601210125701627,-0.765729597637347
2021-02-01 00:00:00+00:00,MTE,cj. ceara,LE,7.4,314.93,76.6,160.0,5200000.0,700000.0,N,2021,2,202102,1612137600000000000,0.1346153846153846,1,0,0,1,0,0,2,76.6,0.6725317998192278,-0.29174565983021394,-0.3758652111008336,0.6725317998192278,-0.29174565983021394,-0.3758652111008336
2021-02-01 00:00:00+00:00,MTE,ses caucaia (junco),LE,7.9,406.41,40.49,125.0,240000.0,920.0,S,2021,2,202102,1612137600000000000,0.003833333333333333,1,1,0,1,1,1,4,40.49,-0.5095403783777239,0.2577672194294642,0.5416854546531855,-0.5095403783777239,0.2577672194294642,0.5416854546531855
2021-02-01 00:00:00+00:00,MTE,joao paulo ii,LE,7.3,298.08,71.78,162.0,13000000.0,3100000.0,N,2021,2,202102,1612137600000000000,0.23846153846153847,1,0,0,1,0,0,2,71.78,1.5538883128098313,-1.8032939250957334,-0.44126376574892207,1.5538883128098313,-1.8032939250957334,-0.44126376574892207
2021-03-01 00:00:00+00:00,MTE,guadalajara,LE,7.6,,,10.7,240000.0,49000.0,N,2021,3,202103,1614556800000000000,0.20416666666666666,1,0,0,0,1,0,2,,-1.1910632732009103,-0.35340269050637557,-0.12759040082466633,-1.1910632732009103,-0.35340269050637557,-0.12759040082466633
2021-03-01 00:00:00+00:00,MTE,conj. nova metropole,LE,7.6,348.63,98.27,112.0,2000000.0,600000.0,N,2021,3,202103,1614556800000000000,0.3,1,0,0,1,1,0,3,98.27,0.7122072852119108,0.18880786690086118,-0.23874279718332722,0.7122072852119108,0.18880786690086118,-0.23874279718332722
2021-03-01 00:00:00+00:00,MTE,pq. potira ii,UASB,7.0,384.74,,191.7,10.0,10.0,N,2021,3,202103,1614556800000000000,1.0,1,1,0,0,0,0,2,,0.1976070407483261,0.6243892982988343,-0.8777184252705712,0.1976070407483261,0.6243892982988343,-0.8777184252705712
2021-03-01 00:00:00+00:00,MTE,castelao (boa vista),UASB,7.5,47.71,,12.1,960.0,20.0,S,2021,3,202103,1614556800000000000,0.020833333333333332,1,1,1,0,1,1,4,,-0.8718731556876425,-0.23965194804732776,-0.4210539312207707,-0.8718731556876425,-0.23965194804732776,-0.4210539312207707
2021-03-01 00:00:00+00:00,MTE,centro de eventos,UASB,7.7,103.08,,13.2,24000.0,1700.0,S,2021,3,202103,1614556800000000000,0.07083333333333333,1,1,1,0,1,1,4,,-0.8117598111358003,-0.18422418747840544,-0.10092058674187075,-0.8117598111358003,-0.18422418747840544,-0.10092058674187075
2021-03-01 00:00:00+00:00,MTE,dif iii,LE,7.3,469.0,103.08,210.0,700000.0,41000.0,N,2021,3,202103,1614556800000000000,0.05857142857142857,1,0,0,1,0,0,2,103.08,1.1107394812994682,0.8835268008572927,-0.6008886800301547,1.1107394812994682,0.8835268008572927,-0.6008886800301547
